Rating,Date,Body,Sentiment
1,2023-08-16,Muy mala falla cada rato y cuando quieres disponer de tu dinero no te deja,negative
1,2023-08-16,No sirve,negative
1,2023-08-16,Nececito hacer una operación y no puedo abrir mi aplicación,negative
3,2023-08-16,no sirve bien la aplicacion se traba mucho acada rato falla,negative
5,2023-08-16,Buena,positive
1,2023-08-16,"Es una porquería de banco, no se ni porque ofrecen este servicio, tarda en cargar y se cae la app",negative
1,2023-08-16,Esta muy lenta y a cada vez desespera más y cuando uno la ocupa no está disponible k pasa si se supone k es para usar cada k uno Kiere y ocupas para una emergencia y Zas está no está en función la app ??????,negative
3,2023-08-16,No esta activa ahorita y me urge hacer un deposito,negative
1,2023-08-16,Una de las peores app falla mucho,negative
1,2023-08-16,Una basura de app neta,negative
1,2023-08-16,No deja ingresar,negative
1,2023-08-16,"Basura de banca,mala optimización, mala interfaz y la cereza del pastel es que cada dos por tres la banca no se puede usar,que por mantenimiento o por ""situaciones externas"" no deja usarla,cosa que las otras bancas que uso jamás me hacen",negative
1,2023-08-16,Últimamente una porqueria de perdida funcionaba antes ahora nada y todavía le ponen ajenas a nosotros,negative
1,2023-08-16,"Porquería Porquería!!, al descargarla me dijo que había inconvenientes con la app y no deja ingresar.",negative
1,2023-08-16,"Tienen muchos problemas con la red, pésima aplicación deberían mejorar",negative
1,2023-08-16,"Es una porquería cada quincena o fin de mes es lo mismo no deja entrar, Los dueños de la empresa deberían contratar a gente que de verdad mantenga la app funcional.",negative
1,2023-08-16,Cada rato se cae el sistema ya parece Oxxo,negative
1,2023-08-16,se cae el sistema de la app,negative
1,2023-08-16,No me permite ingresar,negative
1,2023-08-16,Muy mal no habré la aplicación,negative
2,2023-08-16,"Primer día con la aplicación, y no puedo transferir. Quiero entrar y me dice que esta con problemas la aplicación.. Ni modo, fallaron",negative
5,2023-08-16,Muy buea,positive
3,2023-08-16,Falla continuamente para poder hacer movimientos en general. Es mejor la app de banco azteca dentro del rango de los bancos como bancoppel,negative
1,2023-08-16,Necesito hacer un movimiento y siempre está fuera de servicio la app. Pésimo.,negative
2,2023-08-16,"Muy mala experiencia, hay momentos del día en que las transferencias no estan disponibles, o que por circunstancias externas, la app deja de funcionar.",negative
1,2023-08-16,Falla mucho,negative
5,2023-08-16,"No esta funcionando la app, el mensaje dice que por situaciones externas está dañada, alguien puede resolver mi situación?",mixed
1,2023-08-16,A Cada rato falla tenia que hacer unos pagos para hoy y resulta que la app dice que tiene fallas y no se puede acceder ctm bancoppel,negative
1,2023-08-16,Malísimo aplicación es muy lenta se traba a cada rato pide qe se actualize está malísimo te saca d la la aplicación. Por favor Corrigan todo bn ahora resulta que no podemos entrar a revisar no es imposible qe dolor d cabeza,negative
5,2023-08-16,Genial,positive
1,2023-08-16,Ni su bamco ni su aplicación sirven,negative
5,2023-08-16,Exelente eso me parecía pero hoy no esta disponible y me urge desde la app enviar mi pago,mixed
2,2023-08-16,No puedo entrar,negative
1,2023-08-16,Siempre da problemas para entrar cuando más se necesita,negative
1,2023-08-16,"Pésima aplicación , no me deja acceder a mi cuenta estoy dudando plenamente",negative
1,2023-08-16,"Aplicación horrible, no sirve para nada",negative
1,2023-08-16,"Nunca puedo hacer nada desde ahí, si uno ocupa hacer una transferencia urgente no se puede siempre esta fallando y más en la noche.",negative
1,2023-08-16,Necesito mi dinero para transferencias y se cae la aplicación Me urgen mis pagos y si no los hago generan intereses y BanCoppel solo dice usted disculpe Bajen está madre si no la saben trabajar,negative
1,2023-08-16,"Dice app BanCoppel no disponible que según por circunstancias agenas, lo cuál no me importa, necesitaba hacer un pago y ni siquiera puedo ver mi saldo, todo iba perfecto hasta que ocurrió esto",negative
1,2023-08-16,"la aplicación a cada rato se cae, como ahora , que vine a coppel para hacer un retiro sin tarjeta y no esta funcionando la app, y ahora me tendré que ir sin nada de coppel pq la aplicación simplemente esta falle y falle a cada rato",negative
1,2023-08-16,"De lo peorsito que hay, nunca abre, que batalla",negative
3,2023-08-16,"No puedo abrir la aplicación, me marca que están trabajando en ello y la verdad ya estoy desesperado",negative
1,2023-08-16,"realize una solicitud para la tienda en línea, no me di cuenta que uno de mis apellidos se fue doblemente inscrito, resulta que ya no podía ingresar, así que me acerque a un ejecutivo de la tienda de dónde yo soy y me dice que como hice esa solicitud y escribí mal mi nombre se generó un nuevo cliente y esto cerro mi app, por lo que me pedía otro número de teléfono para agregarlo a mi cuenta Coppel, pero este número tiene años conmigo así que adiós ?? BanCoppel",negative
5,2023-08-15,Exelente,positive
5,2023-08-15,Muy buena,positive
1,2023-08-15,"Imposible poder descargar , así como el funcionamiento ya lento , y en cada versión más lento el servicio",negative
5,2023-08-15,Excelente,positive
4,2023-08-15,Muy bueno.Pero no me cayen notificaciones de mis embios.Me lo blquiaron.,mixed
2,2023-08-15,Muy lenta y actualización muy constante,negative
5,2023-08-15,Rtóò,positive
1,2023-08-15,Nunca me deja acceder siempre aparece que hay un error y no puedo checar mi información,negative
1,2023-08-15,"No funciona, no me deja entrar a mi cuenta y todos mis datos son correctos.",negative
5,2023-08-15,"Muy buena aplicación, eficiente y Segura",positive
3,2023-08-15,Soy nuevo en ésto,positive
3,2023-08-15,Le doy 3 estrellas por que está media lenta la aplicación,negative
5,2023-08-15,Exelente,positive
5,2023-08-15,Muy efisiente,positive
5,2023-08-15,Soy nueva y espero tener buen resultado de préstamo,positive
1,2023-08-15,"Demasiadas fallas con la app, me saca, me pide activar mi ubicación (estando activada) y no me deja entrar, es muy lenta.... Bueno, es una mala app y ya.",negative
5,2023-08-15,Bien,positive
5,2023-08-15,Un excelente servicio,positive
1,2023-08-15,No sirve,negative
1,2023-08-15,No he podido instalar. Está aplicación,negative
4,2023-08-15,Tengo con la app más de un año y es muy útil y las funciones extras también me gustan como las recargas y el pago de servicios pero deberían mejorarle el tiempo de espera en cargar y lo que ahora es un problema es que pide cambiar el horario para realizar operaciones deberían actualizar ese detalle por favor.,neutral
2,2023-08-15,Muy fea app a cada rato se traba ?? ?? ?? ?? ??,negative
5,2023-08-15,Muy buena,positive
1,2023-08-15,Ni siquiera puedo descargar mi estado de cuenta y no se registra ningún movimiento.,negative
1,2023-08-15,"Que hueva, cambie la potabilidad a coppel y me arrepentí, tengo que ir a la sucursal a cada rato por estupideces, hasta para desbloquear la targeta, no manchen no tenemos su tiempo,",negative
5,2023-08-15,Bien,positive
1,2023-08-15,Porque no me deja utilizar la aplicación,negative
1,2023-08-15,Típico que siempre haya problemas con las transferencias. Siempre salen con que se encuentran en proceso administrativo con Banxico. Es el único banco con el que he tenido problemas con eso.,neutral
5,2023-08-14,Buena,positive
1,2023-08-14,Ni para abrir mi cuenta sirve esta aplicación,negative
2,2023-08-14,Es una basura. Me sigue pidiendo que ajuste la hora de mi teléfono cuando está correcto. No.puedo hacer ninguna transferencia por amor de Dios.,negative
3,2023-08-14,"en lo personal, no se si a otros les pase perohace tiempo no quiere jalar con wifi tengo que desactivarlo para que jale con los datos y a veces ni eso quiere igual se cierra sola muy seguido",negative
1,2023-08-14,Pesima aplicacion acada rato se me cierra la odio,negative
1,2023-08-14,No me puedo registrar me pide ID Y que firma de sucursal,negative
4,2023-08-14,Muy facil,positive
1,2023-08-14,La aplicación no abre correctamente y pide muchas actualizaciones,negative
5,2023-08-14,Muy buena aplicación,positive
1,2023-08-14,Muy mala No puedo abrir la aplicación por que dice que la fecha de nacimiento es incorrecta y chocando mi información si es la fecha correcta,negative
1,2023-08-14,Tarda mucho en abrir la aplicacion,negative
5,2023-08-14,Bien,positive
1,2023-08-14,Ni siquiera inicia sesión ??,negative
5,2023-08-14,Muy buena,positive
1,2023-08-14,"Muy mala aplicación, no abre desde hace días ya la reinstale 2 veces y nada.",negative
2,2023-08-14,No me a permitido dejar ver mi estado,negative
1,2023-08-14,"Ya tengo como 3 meses sin poder ingresar me marca error, pésima aplicación",negative
1,2023-08-14,"Es una porquería, desde abril no han podido ajustar lo del horario, tienes que modificar el horario del móvil para realizar operaciones, ya mejor abrí cuenta en Azteca",negative
1,2023-08-14,Cada día más lenta pésimo servicio y me admira si como empleado es lo que te piden servicio lento y la actualización una basura y solo cuando contestan trabajarán en resolver el servicio y no se nota ahora no vale la pena la aplicación,negative
4,2023-08-14,Espero mejore,mixed
1,2023-08-14,Ya falla y no es igual ya no sirve está aplicación de coppel,negative
5,2023-08-14,"Muy buen servicio y surtido, facilidades",positive
1,2023-08-14,"Que porquería de aplicación, 3 veces intente ingresar y siempre me da el mismo error: ""hubo un problema con sus datos""",negative
5,2023-08-14,"Es muy servicial, y muy bueno para hacer mis pagos y mis recargas,",positive
4,2023-08-14,Bien gracias,positive
5,2023-08-14,Muy buena la app asta en USA me jala muy buena,positive
1,2023-08-14,Un asco,negative
1,2023-08-13,Es una porquería está aplicación siempre te pide actualizar y no me deja ver mis movimientos deberían de mejorar su porquería de aplicación,negative
3,2023-08-13,Es muy lenta y cada rato me marca error y me saca de la aplicación,negative
2,2023-08-13,La vdd antes no tardaba en abrí la app para checar mi saldo y de unos mese ala fecha es puro batallar,negative
3,2023-08-13,No es util Se regresan transferencias Esta inhabilitada en muchas ocasciones,negative
1,2023-08-13,Agarra cuando quiere,negative
2,2023-08-13,Estoy batallando mucho para que abrirla y no carga,negative
3,2023-08-13,muchos problemas para el inicio de sesión.,negative
1,2023-08-13,"No funciona con la hora “del viejito"" tengo que estar cambiando la hora para poder usar la app. Y después me norteo.",negative
1,2023-08-13,Quería descargar la app para checar saldo pero no pude descargar,negative
2,2023-08-13,Te?,neutral
1,2023-08-13,Muy mala pide muchas cosas,negative
1,2023-08-13,"Un asco de app, y ni te soluciona nada en sucursal",negative
5,2023-08-13,Muy buena,positive
1,2023-08-13,Es una porqueria ya lo que an echo miy mala la aplicasion antes estava mejor,negative
1,2023-08-13,"Horrible nunca carga, siempre se batalla bastante pésima aplicación",negative
1,2023-08-13,Quiero entrar a la app y no m deja xq dice q active mi ubicación y mi ubicación está activada ??,negative
1,2023-08-13,Debería tener una opción donde llegue un código al número de celular y tener la opción de cambiar de número es aburrido ?? ir hasta la sucursal a esponer privacidad ?? los empleados aveces no son de fiar y pueden obtener información para hacer artimañas,negative
1,2023-08-13,horrible terriblemente lenta cada actualizacion si me urge utilizarla me muero de la impaciencia por su lentitud en este momento llevo 20 minutos queriendo abrir la app y nada mas no! es una burla,negative
1,2023-08-13,Se traba y se tarda muchísimo y no sirve areglenla porque la ocupo,negative
5,2023-08-13,Naaa,mixed
1,2023-08-13,"Ya llevo varios días que no me deja ingresar , mal servicio",negative
5,2023-08-13,Me gusta y me ayuda mucho la app,positive
5,2023-08-13,Muy buena aplicación la verdad,positive
4,2023-08-13,Ok,positive
5,2023-08-13,Muy mala la aplicación ya soy cliente y no me deja entrar de nuevo por la actualización nueva que me pidió mala experiencia y ahora ya no puedo checar mis movimientos y pagos,mixed
4,2023-08-13,bueno,positive
5,2023-08-13,Buena,positive
1,2023-08-13,Mui lenta batallo demasiado,negative
1,2023-08-13,Intento descargar la aplicación y nada que descarga,negative
1,2023-08-13,Tiene fallas en Android no me acepta la fecha de nacimiento y tengo 3 días intentando abrir mi cuenta y nada solo dice que la fecha es incorrecta ( como fregados es incorrecta si es una fecha de nacimiento),negative
4,2023-08-12,es genial,positive
5,2023-08-12,Muy buena opcinon,positive
1,2023-08-12,"Aun no descargo la app, pero quiero hacer mi cuenta y no me deja, dice que hay un error",negative
1,2023-08-12,"Mal mal, funcionaba en mi teléfono y después de la actualización me aparece error y se traba, ni siquiera me permite ingresar.",negative
1,2023-08-12,"La aplicación se ha vuelto súper lenta, tengo que cambiar el horario del teléfono para poder acceder, cada vez me cuesta más trabajo acceder",negative
1,2023-08-12,"No sirve ni la aplicación ,ni la tarjeta, ni el servicio ,todo es una basofia No me deja abrir la ,no si caen los depósitos en fin",negative
2,2023-08-12,"Con esta última actualización estoy teniendo muchos problemas para entrar a la app, como es posible que solamente pueda ingresar con datos y con Internet no",negative
1,2023-08-12,Tan buena que estaba la app rápida y todo ahora ni tan siquiera se abre. Ojalá la arreglen pronto,negative
1,2023-08-12,"Es una verdadera porquería, cada vez que actualizan sale la leyenda de que descargaste de un sitio no seguro y hay que ir a sucursal para arreglar el problema, ya dejen de hacer sus actualizaciones que NO SIRVEN PARA NADA",negative
1,2023-08-12,Pésima,negative
1,2023-08-12,No sirve no deja entrar ??,negative
1,2023-08-12,Cada ves peor tarda mucho en abrir además no te llegan notificaciones de movimiento q te llegan tengo q estar checando mis movimientos,negative
1,2023-08-12,"La aplicación es buena como cualquier banca móvil, solo que está es muy lenta al abrir o no abre te pide ubicación cuando ya la tienes puesta y de plano no te deja accesar",negative
1,2023-08-12,"Antes la aplicación era muy buena, veo a muchos quejándose de la lentitud de la aplicación, y a mi ni siquiera me deja entrar a la aplicación!",negative
3,2023-08-12,"Hace tiempo que no fallaba la aplicación, pero hace 3 días acudí a actualizar mi número telefónico y mi aplicación se reinició. Desde ese día la aplicación no me dejaba ingresar, la desinstale y cuando ingresé mis datos para ingresar de nuevo, dice que no coinciden!!!! Pésimo servicio",negative
5,2023-08-12,Hasta ahora muy bien,positive
5,2023-08-12,Excelente en toda la extencion de la palabra,positive
5,2023-08-12,Excelente,positive
5,2023-08-12,Me encanta su app es la mejor nunca me ha fallado,positive
2,2023-08-12,"Últimamente no iniciar sesión en la aplicación por qué dice que no detecta mi ubicación, lo cheque en aplicaciones de otros bancos y no tengo ningún problema, así que deben de darle su debido mantenimiento. Otro detalle de BanCoppel es que muchas veces los movimientos tardan mas tiempo del debido en reflejarse, pareciera que se saturan con las operaciones o no tienen el suficiente rendimiento para la cantidad de clientes que tienen.",negative
1,2023-08-12,No puedo abrila y es la primera. Es que trato mmmmmmm,neutral
1,2023-08-12,No me deja entrar me dise que revise mi señal y la tuve que desistalar y volverla a instalar y empezar de nuevo y aveses tarda,negative
1,2023-08-12,"Pésima experiencia, no la recomiendo",negative
2,2023-08-12,Tiene como dos semanas o más que no puedo entrar con wifi solo con datos de mi regarca por qué está pasando esto deverian de arreglar ese problema,negative
1,2023-08-12,"Falla demaciado, mejoren la porque es una basura",negative
3,2023-08-11,Últimamente está fallando. Ya que llenaste todos los espacios para una trasferencia justo al enviar dice que está en mantenimiento ?? Lleva días así. No sé para qué hacen una app si no la pueden mantener en línea. Siempre fallando.??,negative
5,2023-08-11,Siempre al millonazo?????????????????????,positive
1,2023-08-11,No puedo abrir la aplicación se queda cargando ya la desintale y la volví a instalar como 3 veces y no jala,negative
1,2023-08-11,"Nada más no se instala por qué me pide permisos absurdos como los contactos de mi CEL, quiere tener acceso a mis fotos y vídeos para que alguien que me explique y me convenza",negative
1,2023-08-11,"Es una completa basura, literalmente con la nueva actualización la app me negó el acceso, me marca que hay un error y que lo están ""resolviendo"", ya desinstalé e instalé de nuevo la app y ahora no me deja ni registrarme, me marca otro error pero ahora tiene que ver con mi cuenta y me manda a que vaya a una sucursal a arreglarlo. Era una buena app hasta que la actualizaron y se arruinó todo.",negative
5,2023-08-11,Nice ??,positive
2,2023-08-11,Pues cada rato se bloquea y no se puede utilizar,negative
1,2023-08-11,Últimamente se está traba no puedo acceder se sale de la aplicación qe la ubicasion etc,negative
1,2023-08-11,Es un asco la aplicación nunca me deja entrar,negative
1,2023-08-11,Llevo días intentando usar y me aparece error y error estamos trabajando en ello dice pero no veo que lo solucionen me urge hacer movimiento,negative
1,2023-08-11,Una total porquería ahora no puedo entrar me sale que no se puede inicializar trusster y dice que ay un error en mi ID y tengo que acudir a una sucursal de Coppel a verificar ese asunto que lata con eso porquería de app,negative
1,2023-08-11,"La aplicación falla demasiado, cuando intento abrirla aparece un cuadro de diálogo que dice ""algo sucedió, estamos trabajando en ello",negative
1,2023-08-11,Mal,negative
1,2023-08-11,"Por favor acomoden la aplicación, ya van varios días que no deja entrar",negative
5,2023-08-11,Pagos más rápido,positive
1,2023-08-11,Pésima aplicación. Es la peor experiencia con aplicación de banca móvil,negative
1,2023-08-11,Por favor compongan la aplicación ya no me deja entrar. Antes estaba mejor ahora con las últimas actualizaciones falla mucho. Lo necesito para realizar mis pagos.,negative
3,2023-08-11,"Desde que se quedó el horario sin cambio, cada que utilizo la aplicación me pide que cambie la hora como si estuvieramos en horario de verano, y eso la verdad me destantea mucho y me quita tiempo.",negative
1,2023-08-11,Pesima actualización,negative
1,2023-08-11,"Para la nada la recomiendo se traba muchísimo pide muchas actualización cuando quieres abrir la app no quiere dice que hay un error qué vuelva a intentarlo, se batalla muchísimo",negative
1,2023-08-11,E tenido dificultades ...esta muy lenta la aplicación,negative
1,2023-08-11,"Menos una estrella por qué es detestable la verdad! Actualizaciones inútiles por que la aplicación no funciona, es la mas lenta, si no estoy conectada a red wifi no me permite acceder jamas con datos, transferencias que se quedan en saldo retenido sin una explicación lógica, su atención a clientes es cero ayuda siempre te mandan a sucursal para revisar el problema, realmente es bastante molesta y no puedes disponer de tu efectivo por qué no sabes cuándo te vayan a quitar saldo de la nada!",negative
5,2023-08-11,??,positive
5,2023-08-11,Muy bueno,positive
1,2023-08-11,"Por favor personal de BanCoppel, lean los comentarios porque parece que a nadie le importa lo que se dice aquí. Desilusionado totalmente de la app. Todo estaba funcionando perfectamente hasta la actualización de hoy 10-ago-23. Llegué a recomendarla en varias ocasiones. Pero hoy que decido actualizarla, ya no quiere abrir. ""Problema con tu teléfono"", ""ID:00004"". Hay personas con el problema desde hace 3 meses, y otros que han ido al banco les responden ""es problema de la app"" ¿Y ahora qué?",negative
5,2023-08-11,Excelente aplicación,positive
1,2023-08-11,"Bola de ratas me hicieron un fraude de 6,400 no lo recomiendo para nada y bancoppel no quiere hacerse responsable ??????????",negative
5,2023-08-10,Bien,positive
1,2023-08-10,"Muy mala, todo el tiempo se está actualizando y no mejora en nada.",negative
1,2023-08-10,Es un asco de app y de banco Si ocupan Guardar si dinero Omitan coppel ya que Hace poco Recibí un deposito se me vió reglejado en el momento Y hasta me llegó el Msj de texto me metí a la app y todo bien Al rato quise realizar una compra me rechazó la tarjeta y cuando Entre a la app Ya no estaba el dinero me metí a Ver que pasaba y que el dinero estaba Retenido Y tengo un plazo de 28 dias y lo mas curioso que dia con dia mi dinero disminuye,negative
1,2023-08-10,"No quisieron hacer válido mi perfil , pésimo servicio",negative
1,2023-08-10,Pésima aplicación siempre tardar para abrir o de plano luego no abre,negative
1,2023-08-10,"Cada vez mas lenta, y ahora también con la ubicación, no sirve bien la app, super lenta",negative
1,2023-08-10,"Muy lenta y cada rato pide actualizar, estaba mejor antes",negative
1,2023-08-10,"Muy mala, no te envía al momento los códigos y al darle en reenviar te supera el límite de intentos y te bloquea! Asco de app",negative
1,2023-08-10,Muy mal la aplicación a cada rato te dice que lo actualices y no te deja entrar si no se actualiza primero muy mal ni una estrella se merece,negative
1,2023-08-10,"Es increíble lo lento que es, la detección de la ubicación no hace más que empeorar con cada actualización. En serio, deberían de resolver esos problemas cuanto antes.",negative
1,2023-08-10,No abre la app,negative
1,2023-08-10,??,mixed
5,2023-08-10,Es muy útil gracias,positive
1,2023-08-10,"No puedo acceder a ella, no abre la aplicación!!",negative
5,2023-08-10,Buena,positive
1,2023-08-10,Pesima tengo un saldo retenido por unas compras que segun hize cuando nunca compro en linea fui a tienda pero como se congelo en viernes me dijieron que en dias habiles para el martes se me reflejaba ya es jueves y ya fui 2 veces a tienda y segun es x intento de robo adios bancoppel ??????,negative
1,2023-08-10,No me deja actualizar mi app y aparte cuando abro la app me dice que revise mi conexión y no abre y si tengo buena conexión llevo como un mes sin poder abrirla.,negative
5,2023-08-10,"Una aplicación fácil de usar Te dan otras opciones más amplias qué la tienda Física,",positive
5,2023-08-10,Muibuena,positive
5,2023-08-10,Muy buena,positive
4,2023-08-10,Esta bien la apicacion me gusta la interfas solucionaron el detalle delos apartados es genial si megusto mucho Como sugerencia porque no al hacer un apartado en la app hacen loque Ace (Nu) al ahorrar tu dinero crece aunque sea pequeños centavos pero crece Eso me fascinaría ya qué tienen una ventaja que (Nu y mercado libre} no tienen ningún cagero y ustedes si eso estaría de maravilla Y otra cosa le hacen falta a la tarjeta de crédito Coppel los msi aunque sea dentro de sus tiendas como Liverpool,positive
5,2023-08-10,Buena aplicación,positive
2,2023-08-10,"Me esta resultando decepcionante, no me deja transferir con mi zona horaria , como si estuviera mal la hora, me dice que revise , vivo en Baja California Sur y es un problema querer pagar algun servicio ó transferir desde la aplicación",negative
5,2023-08-10,Buena,positive
4,2023-08-10,No me deja contratar cuenta digital me sale ID 000127,mixed
1,2023-08-10,Demasiado lentes se hizo apartir de la actualización,negative
1,2023-08-10,No sirve,negative
5,2023-08-10,Muy buena eficiencia energética,positive
5,2023-08-10,Le falta capacitación al personal de atención a clientes,mixed
2,2023-08-10,Ultimadamente ya la app no deja ingresar en la noche y siempre pide activar ubicación cuando esta activado,negative
1,2023-08-10,Es una completa ba su ra está mejor cualquier otra app de banco que ésta,negative
5,2023-08-09,Exelente,positive
1,2023-08-09,Tengo dias intentando entrar y no deja,negative
5,2023-08-09,Siempre es un apoyo,positive
1,2023-08-09,Solo me iso enojar y no fuiciona así que mejor la desinstale y ya no la voy a instalar porque es muy mala la apps debería de aver calificaciones de menos estrellas a ver si así se ponen las pilas,negative
1,2023-08-09,"Una basura total, intento entrar a la app y me pone que algo salio mal que cierre la app y que vuelva a intentar llevo asi un tiempo y sigue sin funcionar.",negative
1,2023-08-09,Al querer realizar envio me niega la transaccion refiriendo q esta mal la hora asco 00095,negative
1,2023-08-09,"Es,pesima la aplicación está muy lenta",negative
1,2023-08-09,"Tarde mucho para abrir, en una urgencia nos vamos a quedar sin comer por no poder transferir por que la app no abre, es cuando a la app se le antoje, y no cuando el usuario lo necesita!",negative
1,2023-08-09,Nunca abre,negative
5,2023-08-09,De lo mejor,positive
4,2023-08-09,no muy buena,mixed
1,2023-08-09,Ya no me deja entrar a la aplicación,negative
5,2023-08-09,Buena la aplicación,positive
5,2023-08-09,Excelente,positive
4,2023-08-09,Un poco lenta,mixed
1,2023-08-09,No deja abrir la aplicación,negative
5,2023-08-09,Muy buena la información. Gracias Quiero descargar retiros sin tarjeta.,neutral
4,2023-08-09,muy buena app y muy confiable la. verdad. te facilita todo. siempre.,positive
1,2023-08-09,"Cada actualización ha ido empeorando, tarda mucho para acceder y rara vez es exitosa la operación.",negative
1,2023-08-09,Se batalla muchísimo para la ubicación y casi siempre no puedo entrar por eso,negative
2,2023-08-09,Se sale o se cierra la app después de una transferencia y eso me ha ocasionado problemas.,negative
1,2023-08-09,"Es una aplicación bastante limitada en comparación a otras similares, sin contar que va muy lenta y en ocasiones que requieres ingresar el tiempo para enviar los mensajes es indeterminado, constantemente presenta fallas que cierran la app, realmente es pésima",negative
1,2023-08-09,"Pésima app, es muy lento para entrar a la app y además cada rato pide actualización",negative
4,2023-08-09,Excelente,positive
5,2023-08-08,Muy bien,positive
4,2023-08-08,Deves en cuando nome deja entrar últimamente anda fallando que mas pues.,mixed
5,2023-08-08,Mala,mixed
1,2023-08-08,"Hoy esta fallando no me deja acceder, dice que descargué la app desde un lugar inseguro cuando la descargué de Play store desde hace años!! No entiendo qué pasa!???",negative
1,2023-08-08,Asco de app no funciona nada,negative
1,2023-08-08,"Esta tardando en conectar y en cargar. Esto sucede cuando es una conexion con datos moviles, si es una conexion wifi es mas rápido.",negative
1,2023-08-08,"La aplicacion esta cada vez mas lenta, me dice que la ubicacion no esta activada.",negative
1,2023-08-08,Super lenta,negative
5,2023-08-08,Buen servicio y buen trato,positive
1,2023-08-08,Pésima,negative
2,2023-08-08,"No me deja ingresar a mi cuenta , ya me presenté a una sucursal y sigue igual",negative
5,2023-08-08,Se traba mucho,mixed
1,2023-08-08,Xq dice q mis datos están mal,negative
1,2023-08-08,"Nos descarguen la aplicación, si te da el monto total de tu ingreso pero después de unos días te roban tu dinero, es una estafa, te piden información para tener todos tus datos y poder robarte fácil, ten cuidado!!",negative
1,2023-08-08,No deja Acer nada,negative
1,2023-08-08,"Solicita actualización de zona horaria. Y marca error de conexión, la aplicación es deficiente y poco útil actualmente.",negative
5,2023-08-08,Excelente,positive
1,2023-08-08,No sirve,negative
1,2023-08-08,"Muy lenta ,presenta problemas muy seguido ,no me deja abrir la app",negative
1,2023-08-08,"Por muy buena que sea la aplicacion. No me parece correcto, que a fuerza te pida accesos a algo que no tiene sentido a fuerza... No le veo sentido, el acceso a microfono, fotos, contactos, llamadas. Lo unico que deberia tener acceso (por seguridad) es a la ubicacion. El resto de permisos está de más!! Si no fuera por esos permisos A FUERZA la app estaria muy bien! No queda otra que activar mientras uso en el momento la app y a volver aquitarle TODOS los permisos",negative
5,2023-08-08,Excelente,positive
1,2023-08-08,Ami no me deja entrar le pongo la fecha de nacimiento que tengo regístrada y me marca error alguien sabe por qué me podría orientar,negative
2,2023-08-08,Pide actualizar a cada cierto tiempo,negative
1,2023-08-08,"Nunca puedo entrar, no entiendo porqué la actualización no me deja entrar. No agarra bien la ubicación y se traba.",negative
4,2023-08-08,Muy buena,positive
1,2023-08-07,"Pésima app, siempre muy lenta.",negative
1,2023-08-07,"Muy desesperante tener la necesidad de usarla y nunca poder entrar, lástima de empresa tan enorme y no poder invertir en una aplicación que valga la pena",negative
1,2023-08-07,La app me pide que active la ubicación pero ya está activa. Dice que active y desactive la ubicación hasta que el inicio de sesión sea exitoso pero no puedo acceder. La aplicación es un asco lleva semanas así y no pueden reparar ese error,negative
2,2023-08-07,"La horaaaa, porfavor solucionen el tema del horario en la app, hay que estar cambiando al horario de verano cada que se quiere realizar algún movimiento, y es demasiado molesto.",negative
1,2023-08-07,"Con la última actualización no me deja entrar a mi cuenta, es una lata porque me hace cambiar de contraseña cada que la reinstalo.",negative
5,2023-08-07,Excelente app,positive
1,2023-08-07,"Pésimo, Uno de las peores bancas que e utilizado junto con el servicio de clientes en ventanilla siempre hay fallas no lo recomiendo para nada su servicio ????????????",negative
1,2023-08-07,No abre la aplicación en donde vivo,negative
1,2023-08-07,Quiero un estado de cuenta,negative
1,2023-08-07,No me deja entrar me dice Ups intente en otro momento después de haber intentado tantas veces ?? no sirvió para mí ??,negative
1,2023-08-07,la app tiene muchas fallas ahorita no puedo entrar en la app por qué me dice que cheque mi conexión de internet,negative
5,2023-08-07,Atencion,mixed
5,2023-08-07,Muy bien,positive
1,2023-08-07,No deja ingresar dice que hay un problema con la ubicación,negative
1,2023-08-07,"Horrible, un verdadero dolor de cabeza",negative
1,2023-08-07,"En México ya no existen 2 horarios, arreglen eso! Es muy molesto tener que estar editando la hora porque su sistema a fuerza quiere el segundo horario ??????",negative
5,2023-08-07,Bien,positive
5,2023-08-07,"Devén de arreglar la aplicación esta muy lenta ,no habré ,tiene ya más de tres meses así, no funciona bien y es estresante querer usarla y no avance",mixed
5,2023-08-07,"Excelente app ningún problema todo lo contrario, estoy más que tranquila.",positive
1,2023-08-07,"No me deja hacer transferencias por un problema en la hora, ayúdenme por favor",negative
5,2023-08-07,Buena,positive
1,2023-08-07,No sirve,negative
5,2023-08-07,Genial,positive
2,2023-08-07,La aplicación esta muy lenta,negative
1,2023-08-07,Está pésimo el servicio pecimo la app,negative
1,2023-08-07,"No puedo acceder a mi cuenta, y desde la aplicación no tiene formas de recuperarla ni nada, además acceder es un proceso estresante....",negative
1,2023-08-07,Porque no está funcionando?,negative
5,2023-08-07,Buen manejo de Finanzas,positive
5,2023-08-06,Exelente,positive
1,2023-08-06,se traba mucho,negative
1,2023-08-06,"Horrible, lenta, inpractica, inútil, mal configurada, quitaron los atajos, se traba, lo único ""bueno"" que tiene es la función de la huella, además de que tengo que esperar hasta 5 minutos para abrir la aplicación, una completa basura",negative
1,2023-08-06,"Terrible, no permite hacer transferencias, envía dos códigos (que no acepta) y luego dice que es el límite. ??",negative
